,Text,id_tweet,Tweet_Date,Follower_count,cleaned_text,prediction
479,Congrats @vankayak and @ElisabethBriere on your respective appointments as PS to Health &amp; PS to Mental Health &amp; Addictions. These are challenging files right now but we're excited to work with you to support Canadians through #COVID19 &amp; build a strong and resilient health system.,1466890005733904385,2021-12-03 22:00:05,9356,congrat respect appoint ps health amp ps mental health amp addict challeng file right excit work support canadian covid amp build strong resili health system,0
480,Yippee. Another close contact #COVID19 letter just received from the school. Over a week of online learning. 🤦🏼‍♀️,1466889952638160897,2021-12-03 21:59:52,639,yippe anoth close contact covid letter receiv school week onlin learn,0
481,"Taoiseach State of the Nation.

Mentioned:
- Social Distancing.
- Masks.
- Seperate tables in hospitalily.

Not mentioned:
- VENTILATION.

A KEY measure to help stop spread of #Covid19. 

Learned nothing!
We're still living in 2020!
🙄
#Dail #Covid19Ireland",1466889910523154435,2021-12-03 21:59:42,1767,taoiseach state nation mention social distanc mask seper tabl hospitalili mention ventil key measur help stop spread covid learn noth still live dail covid ireland,0
482,"People forget that FF/FG/Greens can reject NPHET advice any time they want to. All decisions around #COVID19 are solely, completely and utterly decisions of FF/FG/Greens.",1466889832450473984,2021-12-03 21:59:24,2117,peopl forget ff fg green reject nphet advic time want decis around covid sole complet utterli decis ff fg green,0
483,"Democrats are now saying the rise in high-end #smashandgrab #looting is due to #COVID19. 😷 

If I get COVID and ""legally"" steal a #Telsa I will forever regret not being able to experience that new car smell. 😫",1466889759775764481,2021-12-03 21:59:06,367,democrat say rise high end smashandgrab loot due covid get covid legal steal telsa forev regret abl experi new car smell,0
484,"So, the vaccinated have brought Omicron to our shores. 2 years on and this government has nothing to show: Spin vs. facts. #COVID19 bought to you by @ScottMorrisonMP",1466889626073722881,2021-12-03 21:58:35,47,vaccin brought omicron shore year govern noth show spin vs fact covid bought,0
485,"Covid lockdowns are not working.
Covid won the moment it gets into a country. Beat the pandemic what a load of bull if Covid was as deadly as pandemic of the past, over flowing hospitals would be just another in a long list of problems. What can we learn? #COVID19 #COVID",1466889532712923136,2021-12-03 21:58:12,102,covid lockdown work covid moment get countri beat pandem load bull covid deadli pandem past flow hospit would anoth long list problem learn covid covid,0
486,"Coming Up: @FilomenaTassi on #COVID19 booster shots, then we talk to @allan_k_grillMD. @gmacofglebe, @AdrienneBatra, @CamHolmstrom &amp; @GregWeston30 join the Strategy Session. @mary_ng on Canada - U.S. relations. Then @rachaiello &amp; @SusanDelacourt join the Press Gallery.

#ctvpp",1466889492984434697,2021-12-03 21:58:03,39488,come covid booster shot talk amp join strategi session canada u relat amp join press galleri ctvpp,0
487,"@TheOnlyGuru @LetDogsBeDogs @WMcHBg @kev667 @Holbornlolz @ChwisSweed @Docroddy @Numberonerogue @gr3_b1 @rather5ceptical It has to be solely from #COVID19 &amp; that alone 
Yet they ignore serious illness, Accidental death, morbidly obese, elderly,in hospital with something else serious or Hospital acquired infection

Where are the deaths in normal people just from #coronavirus alone
Why hide this ?",1466889411283623939,2021-12-03 21:57:43,360,sole covid amp alon yet ignor seriou ill accident death morbidli obes elderli hospit someth els seriou hospit acquir infectionwher death normal peopl coronaviru alonewhi hide,0
488,"60 new cases and 2 new deaths in Mauritania 

[22:57 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466889300923064326,2021-12-03 21:57:17,1256,new case new death mauritania gmt coronaviru coronavirusupd covid coronaviruspandem,0
489,"@JoburgMPD @LMoshwane @LillianSelapisa @AngieMokasi @mphophalatse1 @Abramjee @CityofJoburgZA @CoJPublicSafety @SAPoliceService @GP_CommSafety @CoJSpeaker I love how this should really be a daily thing especially ka Dec 🤔Mara your Timing Ka #December2021 ka lebaka la  #COVID19. 
Askisi mara i must ask what were u doing before Covid?",1466889274909990916,2021-12-03 21:57:11,56,love realli daili thing especi ka dec mara time ka decemb ka lebaka la covid askisi mara must ask u covid,0
490,We survived covid for another week! #COVID19 its a fucking miracle.,1466889257230995460,2021-12-03 21:57:07,48,surviv covid anoth week covid fuck miracl,0
491,@Robinsaug121 @JuliaRaifman @ASlavitt Errr...I think you'll find that vaxxed people can still get it and die from it!! #COVID19,1466889202885353473,2021-12-03 21:56:54,513,errr think find vax peopl still get die covid,0
492,"The recent death of another conservatives (grifters) Radio personality #marcuslamb and vaccines skeptic . Is proof that #COVID19 has done more to them.  Then liberal push back. 
#omarjarallah",1466889130214924298,2021-12-03 21:56:36,52,recent death anoth conserv grifter radio person marcuslamb vaccin skeptic proof covid done liber push back omarjarallah,0
493,.@thetoddhaley joins me for The End Zone Saturday 5-8 pm Eastern on @SiriusXMNFL 88 &amp; the @SIRIUSXM app. @Teddyjradio among our guests. #GoBucs #COVID19 fiasco...#NFL on red alert? Your calls @ 877-NFL-KICK.,1466889046647578630,2021-12-03 21:56:16,9106,join end zone saturday pm eastern amp app among guest gobuc covid fiasco nfl red alert call nfl kick,0
494,"Fauci is fully responsible for the greatest massacre in Human history.
#FauciForPrison #COVID19 #CovidVaccine #China",1466888990372499456,2021-12-03 21:56:03,133,fauci fulli respons greatest massacr human histori fauciforprison covid covidvaccin china,0
495,"@TheOnlyGuru @LetDogsBeDogs @WMcHBg @kev667 @Holbornlolz @ChwisSweed @Docroddy @Numberonerogue @gr3_b1 @rather5ceptical I no longer watch live TV or #BBC #bbcnews 
The truth would be deaths FROM #Covid &amp; #COVID19  alone not ""within 28 days of having a test""
Logically If you were tested for Herpes/athletes foot then died within 28 days there would not be mass hysteria over Herpes/athletes foot !",1466888649639972864,2021-12-03 21:54:42,360,longer watch live tv bbc bbcnew truth would death covid amp covid alon within day testlog test herp athlet foot die within day would mass hysteria herp athlet foot,0
496,"@HealthyLivingMo #COVID19Missouri hospitalizations, positive rates on tests continue to climb; 1,460 inpatients as of Tuesday, 7-day avg increase is 32/day; PCR positive rate is 12.7%, antigen test positive rate is 8%
@HealthyLivingMo #moleg #COVID19 #DeltaVariant",1466888618946056195,2021-12-03 21:54:34,5116,covid missouri hospit posit rate test continu climb inpati tuesday day avg increas day pcr posit rate antigen test posit rate moleg covid deltavari,0
497,"Do not let Canada become Australia.

#COVID19 #coronavirus",1466888538201501702,2021-12-03 21:54:15,30,let canada becom australia covid coronaviru,0
498,"Will @thequentinletts please stop opening his vacuous gob and spouting dangerous and nonsensical crap every sodding day.
It’s very tiring having to constantly confirm that I’m not related to the bloody idiot!
#WearAMask 
#COVID19 
#COVIDIOTS",1466888391245635589,2021-12-03 21:53:40,6340,pleas stop open vacuou gob spout danger nonsens crap everi sod day tire constantli confirm relat bloodi idiot wearamask covid covidiot,0
499,"@SpeakerPelosi @angry_gram Tell voters, ""while the @GOP tries to kill you with disinformation about #COVID19, and lies to you about how bad the economy is, the facts are that the economy is booming and Dems are cutting taxes.  

Why don't you ask your @GOP reps why they're lying to you?""",1466888278204981250,2021-12-03 21:53:13,2043,tell voter tri kill disinform covid lie bad economi fact economi boom dem cut tax ask rep lie,0
500,"2) 89% of the Covid deaths in the past month are in the vaccinated (Table 20: 447 vaccinated + 54 unvaccinated. 447/501 = 89.4%)

Why are they mandating vaccination again?
#COVID19",1466888118439661572,2021-12-03 21:52:35,404,covid death past month vaccin tabl vaccin unvaccin mandat vaccin covid,0
501,@Ticketmaster @icecube @TooShort need help with my tickets for tonight I have #COVID19 and can't go how can I transfer my tickets,1466888062240133125,2021-12-03 21:52:22,0,need help ticket tonight covid go transfer ticket,0
502,Why would I start working in a hospital just as the pandemic becomes the worst my county has seen since #COVID19 began? Maybe Dr. Johnson was right. Maybe many of us do regret that we never went to war.,1466887999610884104,2021-12-03 21:52:07,1,would start work hospit pandem becom worst counti seen sinc covid began mayb dr johnson right mayb mani us regret never went war,0
503,Sent an email to the department of transport to clarify the new travel arrangements are ply came to say they'll answer my question within 12 days ...so much for new covid restrictions in ireland when the department  can't even answer a question #virginmedia #COVID19 #travel,1466887944057335811,2021-12-03 21:51:53,19,sent email depart transport clarifi new travel arrang pli came say answer question within day much new covid restrict ireland depart even answer question virginmedia covid travel,0
504,"1,765 new cases and 10 new deaths in Lebanon 

[22:51 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466887930073567235,2021-12-03 21:51:50,1256,new case new death lebanon gmt coronaviru coronavirusupd covid coronaviruspandem,0
505,I can’t believe it’s #Omnicron season already. I still have my #Delta decorations up. #COVID19 #flu #cold #virus #propagandalive,1466887920669782016,2021-12-03 21:51:48,106,believ omnicron season alreadi still delta decor covid flu cold viru propagandal,0
506,@RTELateLateShow After all we’ve been through with #COVID19 etc we still as a country raised €1.6million for children who need it urgently we should be so proud of ourselves honestly 👌🏻👏🏻👏🏻👏🏻👏🏻 @RTELateLateShow #toyshowappeal #LateLateToyShow #ChildreninNeed #Ireland ☺️😊❤️❤️❤️,1466887917037625344,2021-12-03 21:51:47,512,covid etc still countri rais million children need urgent proud honestli toyshowapp latelatetoyshow childreninne ireland,0
507,@VictorianCHO Are you the Chief Health Officer or the Chief Covid Officer? Start looking at Victoria’s current health situation as a WHOLE and you’ll see why no one gives a shit about your Covid updates anymore champ. #COVID19,1466887765023281154,2021-12-03 21:51:11,249,chief health offic chief covid offic start look victoria current health situat whole see one give shit covid updat anymor champ covid,0
508,"Cases: 264,743,026 (+0) 
Deaths: 5,240,971 (+518) 
Recovered: 0 (+0) 
Active Cases: 264,743,026 (100%)
Completed Cases: 5,240,971 (1.98%)
Mortality Rate: 1.98% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",1466887730189713419,2021-12-03 21:51:02,82,case death recov activ case complet case mortal rate chang case fatal rate chang covid coronaviru stayhom,0
509,So #scottytheliar is  lying about his lie that he didn't know Senator Antic wasn't double vaxed when our lying PM told SA radio that he was double vaxed and eligible to travel..  #theliarfromtheshire can't lay straight in bed #auspol #COVID19 #CovidVaccine,1466887728427986949,2021-12-03 21:51:02,766,scottytheliar lie lie know senat antic doubl vax lie pm told sa radio doubl vax elig travel theliarfromtheshir lay straight bed auspol covid covidvaccin,0
510,"@united please never use this airline again, bough my tickets 6 months before my flight, months later they changed policies and had to repay a lot of stuff that was already included in my first payment! #scam #Travel #flights #flight #COVID19 #FIFA22 #airplanes #flightaware",1466887706726871040,2021-12-03 21:50:57,79,pleas never use airlin bough ticket month flight month later chang polici repay lot stuff alreadi includ first payment scam travel flight flight covid fifa airplan flightawar,0
511,@FLHSMV Why are car FL dealerships allowed to add thousands of dollars in mark up costs to the sticker price of new and used vehicle due to #covid19? I recently attempted to purchase a #Kia vehicle for my son and got quotes up to $8k above sticker. @RonDeSantisFL @SenRickScott,1466887656642654208,2021-12-03 21:50:45,86,car fl dealership allow add thousand dollar mark cost sticker price new use vehicl due covid recent attempt purchas kia vehicl son got quot k sticker,0
512,@Ticketmaster I need someone to contact me about a concert I can't attend because I have COVID #COVID19 #IceCube @icecube I've been looking forward to this concert for months and I can't cuz I'm sick someone help me transfer my tickets to someone who could enjoy them,1466887553395871744,2021-12-03 21:50:20,0,need someon contact concert attend covid covid icecub look forward concert month cuz sick someon help transfer ticket someon could enjoy,0
513,An antivaxxer &amp; hard core trumper that I know died from Covid today. She was 56 &amp; a caregiver to my friend’s Mom. It could have been avoided if she hadn’t been fed lies by the right. I’m betting this will still not convince her family to get vaccinated. It’s really sad. #COVID19,1466887517928660998,2021-12-03 21:50:12,13005,antivaxx amp hard core trumper know die covid today amp caregiv friend mom could avoid fed lie right bet still convinc famili get vaccin realli sad covid,0
514,"One positive bit of news in Ohio is that the state reported a record number of people getting boosters. 51,109 people received the additional dose. @WTOL11Toledo #ohio #COVID19 #covidvaccine",1466887517467205635,2021-12-03 21:50:12,2190,one posit bit news ohio state report record number peopl get booster peopl receiv addit dose ohio covid covidvaccin,0
515,#COVID19 made my Mrs lose her taste and smell. For two weeks I didn't have to was my cock or hide my facts in bed. BRIILIANT,1466887482235142145,2021-12-03 21:50:03,627,covid made mr lose tast smell two week cock hide fact bed briiliant,0
516,"People in the economy are not afraid of #COVID19 anymore. They are afraid of the government response. 
Thank you, @PressSec, for hinting at domestic travel bans and capping off a week of fear for the #stockmarket...",1466887478783225858,2021-12-03 21:50:03,6,peopl economi afraid covid anymor afraid govern respons thank hint domest travel ban cap week fear stockmarket,0
517,Stay positive #business #coaching #entrepreneur #AstraZeneca #branding #marketing #leadership #COVID19 #EnglishTeacher #college #education #,1466887476707045388,2021-12-03 21:50:02,535,stay posit busi coach entrepreneur astrazeneca brand market leadership covid englishteach colleg educ,0
518,@thor_benson Because the @gop hates regulations more than they like saving lives. #GOPDeathCult #COVID19 #VaccinesSaveLives #VaccinesWork,1466887414425825283,2021-12-03 21:49:47,183,hate regul like save live gopdeathcult covid vaccinessavel vaccineswork,0
519,"#Corona Info for #USA:
New Cases: 85300
Today Recovery: 40049
Today Deaths: 812
Total Active Cases: 9576075
Total Cases: 49813311
Total Recovery: 39429695
Total Deaths: 807541
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram.",1466887242161475584,2021-12-03 21:49:06,289,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid _ sarscov staysaf sourc coronatrackernepal_bot telegram,0
520,Small business customers must wear face masks in shops in order to slow the spread of the #OmicronVarient of #COVID19,1466887179242811393,2021-12-03 21:48:51,229,small busi custom must wear face mask shop order slow spread omicronvari covid,0
521,"I don't care if they filled me with microchips or made me magnetic maybe gave me psychic powers !!!!
I got my 3rd covid shot today I am now immortal!!
#NotAllHerosWearCapes #HEROSPOTLIGHT #Superpowers #COVID19 #COVID19AB #CovidVaccine #VaccineSideEffects #vaccine #vaccinated",1466887063400157184,2021-12-03 21:48:24,887,care fill microchip made magnet mayb gave psychic power got rd covid shot today immort notallheroswearcap herospotlight superpow covid covid ab covidvaccin vaccinesideeffect vaccin vaccin,0
522,"@CortJohnson Out of curiosity, has much testing been done on sufferers of #MECFS to see if there are markers similar to #LongCovid or #COVID19 itself? I know some markers have been 'found' recently but do you know if any comparative studies are being/ have been done?",1466886814686351362,2021-12-03 21:47:24,405,curios much test done suffer mecf see marker similar longcovid covid know marker found recent know compar studi done,0
523,"#haiku #senryu #poem #3lines #poetry #micropoetry #truth #actualise #maslow #jung #rogers #freud #hawking #BIGBANG #author #BorisTheLiar #COVID19

the trouble with seeking the truth is...
one day, 
you may find it...",1466886796990681097,2021-12-03 21:47:20,1214,haiku senryu poem line poetri micropoetri truth actualis maslow jung roger freud hawk bigbang author boristheliar covid troubl seek truth one day may find,0
524,"Ohio is likely to go over 4,000 COVID patients tomorrow. There are now 3,997. State did surpass 1,000 in ICU (1,030). Ohio reported 264 more deaths today. @WTOL11Toledo #ohio #COVID19 #DeltaVariant",1466886726857674755,2021-12-03 21:47:03,2190,ohio like go covid patient tomorrow state surpass icu ohio report death today ohio covid deltavari,0
525,"@BBCRosAtkins @BBCNews @MetPolice @AngelaRayner There should be no Christmas parties this year. Any pub or venue hosting, fined £5000, closed down until restrictions lifted, landlord stripped of licence.  #coronavirus #covid19 #Omicron #ChristmasParties #bbcaq",1466886712345473028,2021-12-03 21:47:00,2882,christma parti year pub venu host fine close restrict lift landlord strip licenc coronaviru covid omicron christmasparti bbcaq,0
526,"@newsom2121 @TomEvan81013762 @AHawker3 Exactly.  Unless they have a serious condition, children are at no risk from SARS-CoV-2/#CoViD19 and, in fact, barely have symptoms with it.  As the injections neither protect from infection nor prevent spread, it cannot even be said that they should have it to protect others.",1466886672679845904,2021-12-03 21:46:50,877,exactli unless seriou condit children risk sar cov covid fact bare symptom inject neither protect infect prevent spread cannot even said protect other,0
527,@foofdawg @ToTheLifeboats @LeeKurtiss @The_Seeadler @tenebra99 @andyoakes @crabb_vicki Every ACIP meeting on COVID vaccines includes a safety update that looks at data from VAERS and VSD. The fact that antivaccine leaders don’t tell their followers about the careful monitoring of #COVID19 #vaccines doesn’t mean it doesn’t happen.,1466886596658032640,2021-12-03 21:46:32,11857,everi acip meet covid vaccin includ safeti updat look data vaer vsd fact antivaccin leader tell follow care monitor covid vaccin mean happen,0
528,"46 new cases in Faeroe Islands 

[22:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466886558800355329,2021-12-03 21:46:23,1256,new case faero island gmt coronaviru coronavirusupd covid coronaviruspandem,0
529,With the local council elections today its going to be interesting cause obviously you have to check in but there's def going to be a #Covid19 case at each polling both so then how will they determine that? Everyone who went that day or will they do it by time?,1466886448049582080,2021-12-03 21:45:57,589,local council elect today go interest caus obvious check def go covid case poll determin everyon went day time,0
530,@nsgov @TimHoustonNS you mentioned we're at 97% double vaccinated. Okay. What happened to 75? Then phase 5? What happened to 80% then phase 5? This is no longer about #COVID19. We are doing extremely well in #NovaScotia &amp; you guys keep changing the narrative. It's all money #COVID19NS,1466886368987123714,2021-12-03 21:45:38,66,mention doubl vaccin okay happen phase happen phase longer covid extrem well novascotia amp guy keep chang narr money covid ns,0
531,I can only imagine the internet if we reach the sigma variant of Covid. #COVID19,1466886169027829772,2021-12-03 21:44:50,224,imagin internet reach sigma variant covid covid,0
532,@AndrewHayen Digging up year old  #auspol #covid19 tweets to bully someone. Awesome person! When are you going to delete your account again?,1466886145338347520,2021-12-03 21:44:45,40,dig year old auspol covid tweet bulli someon awesom person go delet account,0
533,"@TomEvan81013762 @AHawker3 I completely agree.  One is one too many.  However, if only it were only one.  The same goes for everyone.

All that it usually takes to halt a drugs trial is 25-50 adverse effects.  You can add several zeros to that for #Covid19 injections.",1466886139160281090,2021-12-03 21:44:43,877,complet agre one one mani howev one goe everyon usual take halt drug trial advers effect add sever zero covid inject,0
534,"@TheOnlyGuru @LetDogsBeDogs @WMcHBg @kev667 @Holbornlolz @ChwisSweed @Docroddy @Numberonerogue @gr3_b1 @rather5ceptical Tiny numbers.
½ were 
But ½ weren't.
Finding truth on state backed/sanctioned/censored websites is hard to find.
It used to be "" facts,so on balance you decide""
Now it's very 1sided, dictatorial &amp; insistent.
Why not let public decide
CDCcat3+4 yes but for this #COVID19 ?",1466886071157985282,2021-12-03 21:44:27,360,tini number ½ ½ find truth state back sanction censor websit hard find use fact balanc decidenow side dictatori amp insist let public decidecdccat ye covid,0
535,@BBCRosAtkins @BBCNews A criminal investigation by @metpolice to be added to the criminal invitation they have yet to carry out into Tory corruption.  @AngelaRayner #Tories #corruption #coronavirus #covid19 #ChristmasParties #bbcaq,1466886065134915593,2021-12-03 21:44:26,2882,crimin investig ad crimin invit yet carri tori corrupt tori corrupt coronaviru covid christmasparti bbcaq,0
536,"Dear @SkyNews - Variants of SARS-CoV-2, the virus that causes #COVID19 are named to convey important scientific information (The current variant of concern is called B.1.1.529)",1466886014472015872,2021-12-03 21:44:13,336,dear variant sar cov viru caus covid name convey import scientif inform current variant concern call b,0
537,Thanks to @davidcommon and all the other journalists at @CBCNews for asking very tough but fair questions to the politicians on the new travel restrictions for traveling to #Canada Canada. Restricting travel is not the solution to fighting #COVID19 #Omicron,1466885983023022080,2021-12-03 21:44:06,203,thank journalist ask tough fair question politician new travel restrict travel canada canada restrict travel solut fight covid omicron,0
538,"Cases: 264,743,026 (+33,666) 
Deaths: 5,240,453 (+0) 
Recovered: 0 (+0) 
Active Cases: 264,743,026 (100%)
Completed Cases: 5,240,453 (1.98%)
Mortality Rate: 1.98% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",1466885969907437573,2021-12-03 21:44:03,82,case death recov activ case complet case mortal rate chang case fatal rate chang covid coronaviru stayhom,0
539,"Ohio reports 9,584 new COVID cases, most since last winter. The concerning number is the positivity rate. It continues to go up and has reached 15.9%. @WTOL11Toledo #ohio #COVID19 #DeltaVariant",1466885930569150473,2021-12-03 21:43:53,2190,ohio report new covid case sinc last winter concern number posit rate continu go reach ohio covid deltavari,0
540,"Do you know anyone who died from covid in the UK? #covid #Covid19Ireland #COVID19 #coronavirus #CovidVaccine #COVID19AB #COVIDIOT #Covid #BritainFirst #Britain
#UKChampionship #uk #SICK #truth #SpotifyWrapped #MoneyHeist5 #macg #SaudiArabianGP #LCDP5 #MoneyHeist",1466885870032756737,2021-12-03 21:43:39,135,know anyon die covid uk covid covid ireland covid coronaviru covidvaccin covid ab covidiot covid britainfirst britain ukchampionship uk sick truth spotifywrap moneyheist macg saudiarabiangp lcdp moneyheist,0
541,"as individuals and in our own interest alone, we cut ourselves off of the power of the whole.

43.3% of the population of the #USA in &gt;&gt;2017&lt;&lt; was poor.

Add a pandemic. #COVID19

#Socialism, ""a political &amp; economic theory of social organization which advocates that the means of",1466885769365266435,2021-12-03 21:43:15,25,individu interest alon cut power whole popul usa gt gt lt lt poor add pandem covid social polit amp econom theori social organ advoc mean,0
542,"@TPostMillennial A man who knows the global system is so corrupt, he can be blatantly Hitler and nothing's going to happen

I hope that's proven wrong soon

#COVID19 #Covid #CovidVaccine #VaccineSideEffects #VaccinePassports #Omicron #CORRUPTION #OmicronVarient",1466885768971014146,2021-12-03 21:43:15,57,man know global system corrupt blatantli hitler noth go happeni hope proven wrong soon covid covid covidvaccin vaccinesideeffect vaccinepassport omicron corrupt omicronvari,0
543,"Mother+daughter #hippos at Antwerp Zoo test + for #COVID19
While Hermien's &amp; Imani's lives do not appear to be in danger, they are ""expelling snot""
Wishing them a speedy recovery!
hippos-with-runny-noses-test-positive-for-covid-19-at-belgian-zoo/a-60015051
#scicomm #nature",1466885757205762050,2021-12-03 21:43:12,8802,mother daughter hippo antwerp zoo test covid hermien amp imani live appear danger expel snotwish speedi recoveri hippo runni nose test posit covid belgian zoo scicomm natur,0
544,"@darrengrimes_ A man who knows the global system is so corrupt, he can be blatantly Hitler and nothing's going to happen

I hope that's proven wrong soon

#COVID19 #Covid #CovidVaccine #VaccineSideEffects #VaccinePassports #Omicron #CORRUPTION #OmicronVarient",1466885742915903497,2021-12-03 21:43:09,57,man know global system corrupt blatantli hitler noth go happeni hope proven wrong soon covid covid covidvaccin vaccinesideeffect vaccinepassport omicron corrupt omicronvari,0
545,"Very disconcerting interview of 
@XavierBecerra on @NPR just now. No straight answers, just platitudes and @nprKelly just moves on. How is Biden admin really doing this better?
  #npr #COVID19",1466885218103697408,2021-12-03 21:41:04,10,disconcert interview straight answer platitud move biden admin realli better npr covid,0
546,"70,681 new cases and 399 new deaths in Germany 

[22:40 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466885190777716744,2021-12-03 21:40:57,1256,new case new death germani gmt coronaviru coronavirusupd covid coronaviruspandem,0
547,"#NPHET  &amp; #Taoiseach later #COVID19  restrictions are so  unfair for household visits like, I don't know 4 other households",1466885165574205445,2021-12-03 21:40:51,36,nphet amp taoiseach later covid restrict unfair household visit like know household,0
548,"A note to haters of my tweets and posts. Do not attack me over uncomfortable statements I make. All of which I can support with research and facts.
#books  #Ireland #COVID19 #COVID19nsw #COVID #COVIDIOTS #scifi #paranormal #paranormalromance #ParanormalActivity #research",1466884853199249412,2021-12-03 21:39:37,6,note hater tweet post attack uncomfort statement make support research fact book ireland covid covid nsw covid covidiot scifi paranorm paranormalrom paranormalact research,0
549,@BNODesk @florian_krammer Just wait till those sequences stacked up in UK micro labs start coming back over the days ahead.... #omicron #COVID19,1466884849067827203,2021-12-03 21:39:36,2566,wait till sequenc stack uk micro lab start come back day ahead omicron covid,0
550,"Flip a coin if you want, but… let’s just say I’d rather be the dealer in Vegas when you all are betting  against #COVID19 in Vegas because I’d win.",1466884795636486144,2021-12-03 21:39:23,959,flip coin want let say rather dealer vega bet covid vega win,0
551,"I’m pretty sure Darwin would say that anyone who is vaccinated but doesn’t want children is a very good thing. 

#Darwin #Vaccine #Virus #WakeUp 
#DoNotComply #HoldTheLine 
#VaccineSideEffects #COVID19 
#evolution #vaccine #vaccination",1466884681685737477,2021-12-03 21:38:56,106,pretti sure darwin would say anyon vaccin want children good thing darwin vaccin viru wakeup donotcompli holdthelin vaccinesideeffect covid evolut vaccin vaccin,0
552,Remember 2 weeks to flatten the curve? #COVID19,1466884532531986434,2021-12-03 21:38:20,79,rememb week flatten curv covid,0
553,"In the 1940's some evil shit happened.
In the 2020's some evil shit is happening.

#COVID19 
#OmicronVarient 
#OmicronVariant",1466884415594897414,2021-12-03 21:37:52,118,evil shit happen evil shit happen covid omicronvari omicronvari,0
554,"@RealDeniseWelch I can't remember us ever counting the cases of flu so why for #COVID19?
Of course count hospitalisations and deaths as long as it's genuinely done.",1466884372041289730,2021-12-03 21:37:42,344,rememb us ever count case flu covid cours count hospitalis death long genuin done,0
555,"Kelowna, BC - friend seeking vaccine appointment for five year old now looking for openings in another town because Kelowna's ""booked solid.""

#bcpoli #covid19bc #COVID19 #sars2 #vaccine #bced",1466884247734521857,2021-12-03 21:37:12,990,kelowna bc friend seek vaccin appoint five year old look open anoth town kelowna book solid bcpoli covid bc covid sar vaccin bced,0
556,"The biggest hipocrisy of all is when in the last two years 20 million people died of famine alone, but no one is freaking out about it. 

While getting infected with covid you have a 99% chance of survival. 

#COVID19 #vaccine #AIDS",1466884199449829382,2021-12-03 21:37:01,8,biggest hipocrisi last two year million peopl die famin alon one freak get infect covid chanc surviv covid vaccin aid,0
557,"India to reach 60% single vaccination and 40% double dose by 31st Dec
@PMOIndia any plans to administer booster dose to 45+
#COVID19 #covidindia #COVIDVaccination",1466884189123448835,2021-12-03 21:36:58,52,india reach singl vaccin doubl dose st dec plan administ booster dose covid covidindia covidvaccin,0
558,Brewing up some good #anxiety over a #ChristmasParty tomorrow. Not because of #COVID19 or #OmicronVarient but because I don't want to be trapped in dull conversations with judgmental people my own age for hours at a time.,1466884155489325061,2021-12-03 21:36:50,161,brew good anxieti christmasparti tomorrow covid omicronvari want trap dull convers judgment peopl age hour time,0
559,1031 cases today in Ontario. But hospitalization rate is steady. #Omicron #COVID19,1466884149415972874,2021-12-03 21:36:49,5324,case today ontario hospit rate steadi omicron covid,0
560,@Australia putting people in camps for a virus that isn’t deadly.  🇩🇪 show your papers and get in the  camp ✡️ Sound familiar ???? #nazi #modernnazis #covid19,1466884129320964097,2021-12-03 21:36:44,1,put peopl camp viru deadli show paper get camp sound familiar nazi modernnazi covid,0
561,fuck corona #COVID19,1466883929475104769,2021-12-03 21:35:56,78,fuck corona covid,0
562,"48 new cases in French Guiana 

[22:35 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466883822306406405,2021-12-03 21:35:31,1256,new case french guiana gmt coronaviru coronavirusupd covid coronaviruspandem,0
563,"When are the people going to wake up and see this Plandemic and Scamdemic for what it really is? Omicron - really? How can there be a variant of a ""virus"" that has never been proven..... #CovidVaccine #COVID19 #Fauci #helenreese #angeliquecoetzee #salimabdoolkarim #billgates",1466883762940264449,2021-12-03 21:35:17,7,peopl go wake see plandem scamdem realli omicron realli variant viru never proven covidvaccin covid fauci helenrees angeliquecoetze salimabdoolkarim billgat,0
564,"Omicron is the next chapter in a book we’ve been given as assigned reading for two years in a row because half the class would not do the reading the first time. 
#COVID19 
#CovidVaccine 
#dothereading",1466883737082232838,2021-12-03 21:35:10,68,omicron next chapter book given assign read two year row half class would read first time covid covidvaccin dotheread,0
565,"@SkyNews Hopefully this decision ultimately goes ahead, small businesses will be impacted severely if another lockdown was to occur, especially on short notice

#OmnicronVariant #Omnicron #COVID19",1466883279383146507,2021-12-03 21:33:21,229,hope decis ultim goe ahead small busi impact sever anoth lockdown occur especi short notic omnicronvari omnicron covid,0
566,"Another half marathon done this evening after work

Shame that I'm classed as a burden on the NHS🤷‍♂️

#unhealthy 
#COVID19 
#health 
#running 
#nhs",1466883209992548356,2021-12-03 21:33:05,154,anoth half marathon done even worksham class burden nh unhealthi covid health run nh,0
